# column 0: time (arb. units)
# column 1: signal amplitude (arb. units)
# column 3: error flag (1=error)
# 
# Note: columns are separated by 4 spaces.
# 
0.00000000    1.65291918    0
0.00157080    1.40823787    0
0.00314159    0.14036301    0
0.00471239    0.14532210    0
0.00628319    -0.21631958    0
0.00785398    -0.10910909    0
0.00942478    -0.36207466    0
0.01099557    -0.90682005    0
0.01256637    0.14922459    0
0.01413717    -0.10380295    0
0.01570796    0.20459292    0
0.01727876    -1.08625442    0
0.01884956    -0.49943977    0
0.02042035    0.16107798    0
0.02199115    -0.07526751    0
0.02356194    -0.86155971    0
0.02513274    -0.62794107    0
0.02670354    -1.26347320    0
0.02827433    -1.62347646    0
0.02984513    -1.54310817    0
0.03141593    -1.84713573    0
0.03298672    -3.37783021    0
0.03455752    -3.35519876    0
0.03612832    -3.39105229    0
0.03769911    -3.95603430    0
0.03926991    -4.54951304    0
0.04084070    -4.31756398    0
0.04241150    -3.57573125    0
0.04398230    -4.24621062    0
0.04555309    -3.88372071    0
0.04712389    -4.06777391    0
0.04869469    -2.97315878    0
0.05026548    -2.02641445    0
0.05183628    -1.84361623    0
0.05340708    -1.58640359    0
0.05497787    -1.10005628    0
0.05654867    -1.42863496    0
0.05811946    -0.48423599    0
0.05969026    -0.35199847    0
0.06126106    0.41273302    0
0.06283185    -0.02505447    0
0.06440265    -0.30878155    0
0.06597345    -0.69544138    0
0.06754424    -0.52025218    0
0.06911504    0.34960728    0
0.07068583    1.08309910    0
0.07225663    0.09244264    0
0.07382743    0.88946117    0
0.07539822    1.03017010    0
0.07696902    2.63004878    0
0.07853982    2.71294958    0
0.08011061    3.36764516    0
0.08168141    3.22066409    0
0.08325221    4.47115507    0
0.08482300    4.28010460    0
0.08639380    4.79206605    0
0.08796459    4.91677928    0
0.08953539    5.15285880    0
0.09110619    5.70841785    0
0.09267698    4.89798334    0
0.09424778    5.52204030    0
0.09581858    4.49764525    0
0.09738937    3.96064303    0
0.09896017    3.28381225    0
0.10053096    3.12486619    0
0.10210176    2.19455247    0
0.10367256    2.48525269    0
0.10524335    2.25640319    0
0.10681415    1.41952826    0
0.10838495    2.06008559    0
0.10995574    1.31253881    0
0.11152654    1.21994289    0
0.11309734    1.57357461    0
0.11466813    1.47300313    0
0.11623893    0.93064809    0
0.11780972    1.48580794    0
0.11938052    1.39970753    0
0.12095132    0.27673418    0
0.12252211    0.51134009    0
0.12409291    -0.95966671    0
0.12566371    -1.35268764    0
0.12723450    -0.60414079    0
0.12880530    -2.21025348    0
0.13037610    -2.29386421    0
0.13194689    -2.84952733    0
0.13351769    -2.86567600    0
0.13508848    -3.21968690    0
0.13665928    -3.59925767    0
0.13823008    -2.61598787    0
0.13980087    -2.31794098    0
0.14137167    -4.39122000    0
0.14294247    -1.95007542    0
0.14451326    -2.10905565    0
0.14608406    -3.29229929    0
0.14765485    -1.34163165    0
0.14922565    -0.77136718    0
0.15079645    -1.69300980    0
0.15236724    -1.25136870    0
0.15393804    -0.35437792    0
0.15550884    0.30470287    0
0.15707963    -0.05314561    0
0.15865043    -0.53527550    0
0.16022123    -0.70261025    0
0.16179202    -0.38747924    0
0.16336282    -0.40789872    0
0.16493361    -0.33625120    0
0.16650441    -0.06331918    0
0.16807521    -0.21640371    0
0.16964600    -0.65609777    0
0.17121680    0.18669242    0
0.17278760    0.97185378    0
0.17435839    1.64099439    0
0.17592919    0.99901585    0
0.17749998    1.36279075    0
0.17907078    2.73465711    0
0.18064158    2.69945583    0
0.18221237    2.56939648    0
0.18378317    2.58347915    0
0.18535397    3.75176185    0
0.18692476    2.93052699    0
0.18849556    1.36024997    0
0.19006636    1.67410235    0
0.19163715    1.59820533    0
0.19320795    0.78752143    0
0.19477874    0.07775581    0
0.19634954    0.09194608    0
0.19792034    -1.50736093    0
0.19949113    -1.16894570    0
0.20106193    -1.96650215    0
0.20263273    -2.21077521    0
0.20420352    -1.96846779    0
0.20577432    -2.83851722    0
0.20734512    -1.57905588    0
0.20891591    -2.83235583    0
0.21048671    -3.46943434    0
0.21205750    -2.48302864    0
0.21362830    -1.57626796    0
0.21519910    -2.44428114    0
0.21676989    -3.54816491    0
0.21834069    -2.93242092    0
0.21991149    -3.10094243    0
0.22148228    -2.74067682    0
0.22305308    -4.16575419    0
0.22462387    -3.76540273    0
0.22619467    -4.65410299    0
0.22776547    -3.92503316    0
0.22933626    -4.21736545    0
0.23090706    -5.76889951    0
0.23247786    -5.20988728    0
0.23404865    -4.74692424    0
0.23561945    -4.46740467    0
0.23719025    -4.52991875    0
0.23876104    -3.08598038    0
